"20211125","11/27/2021","Shell Key","Taking on Water","No Longer Needs Assistance ","","1624"
"20211126","11/27/2021","Gandy Bridge","Disabled","Agency Assist (Case Accepted) ","","1833"
"20211127","11/29/2021","27.70436 -82.628247","Aground","Information/Advice","","1526"
"20211201","12/4/2021","St. Pete Yacht Club","Fire","No Longer Needs Assistance ","","1339"
"20211202","12/5/2021","Skyway Middle Rocks","Disabled","Tow","","1003"
"20211204","12/5/2021","Gandy","Disabled","No Longer Needs Assistance ","","1935"
"20211205","12/11/2021","3 nm west of bunces","PIW","Agency Assist (Case Accepted) ","","1238"
"20211206","12/11/2021","Chrisp Park Br","Overdue","No Longer Needs Assistance ","","1356"
"20211207","12/12/2021","PAG, near TVHD","Disabled","No Longer Needs Assistance ","","1645"
"20220101","1/7/2022","Boca Ciega Isle","Aground","Escort","","1351"
"20220102","1/8/2022","Center span of skyway","Capsized","Agency Assist (Case Accepted) ","","1124"
"20220103","1/8/2022","Corey Causeway","Disabled","Tow","","1327"
"20220104","1/8/2022","27.6625167 -82.66667","Taking on Water","Dewatering","Tow","2120"
"20220105","1/9/2022","Weedon Island","Overdue","Other","","1815"
"20220106","1/10/2022","Pass-A-Grille","Overdue","No Longer Needs Assistance ","","1509"
"20220107","1/15/2022","Blinds Pass","Disabled","Fuel/Oil Transfer","Escort","1604"
"20220108","1/16/2022","Gamma Seawall","No Distress (Good Intent / Hoax)","","","1120"
"20220109","1/18/2022","Tarpon Key ","Disabled","Fuel/Oil Transfer","","1240"
"20220110","1/18/2022","Skyway main span","Collision/Allision","Agency Assist (Case Accepted) ","","1917"
"20220111","1/19/2022","SAR dock","Disabled","Jump Start","","1418"
"20220112","1/20/2022","Mkr 29 ICW","Disabled","Tow","","1109"
"20220114","1/23/2022","Coquina Key","Disabled","Fuel/Oil Transfer","","0154"
"20220115","1/27/2022","3 nm E of Second Span","Disabled","Fuel/Oil Transfer","","1000"
"20220116","1/27/2022","Mkr 22 Skyway","Aground","Escort","","1615"
"20220117","1/29/2022","West of Gandy Bridge","PIW","Agency Assist (Case Accepted) ","","1434"
"20220118","1/30/2022","South of Pinellas Point","Disabled","Tow","","1628"
"20220119","1/30/2022","Skyway Center Span","Bridge Jumper","Search","","2105"
"20220201","2/3/2022","St Pete Pier","PIW","Agency Assist (Case Accepted) ","No Longer Needs Assistance ","1833"
"20220202","2/5/2022","Mkr 2 Bay Pines","Disabled","Jump Start","Transport","0925"
"20220203","2/9/2022","O'Neils Marina","Medical","Tow","","1822"
"20220204","2/10/2022","Mkr 17 Main Channel","Disabled","Tow","","1700"
"20220205","2/12/2022","0.5 NM East of Mrkr 7 PNS","Collision/Allision","Search","","1006"
"20220206","2/13/2022","Gandy","Capsized","Agency Assist (Case Accepted) ","","1542"
"20220207","2/13/2022","Downtown St. Pete","Disabled","Escort","","1713"
"20220208","2/14/2022","Frenchman's Creek","Disabled","Tow","","1630"
"20220209","2/16/2022","Quad 1","Overdue","Tow","","1550"
"20220210","2/18/2022","Beer Can Island ","Disabled","Other","","2000"
"20220211","2/19/2022","War Veterans Memorial Park","Disabled","No Longer Needs Assistance ","","0102"
"20220212","2/19/2022","I-275 Swash","Disabled","Tow","","1652"
"20220213","2/19/2022","Corey Causeway ","Aground","Freed from Aground","No Longer Needs Assistance ","0827"
"20220214","2/20/2022","Don Cesar","Capsized","Agency Assist (Case Accepted) ","","1243"
"20220215","2/20/2022","Mrk 7 Skyway","Disabled","No Longer Needs Assistance ","","1412"
"20220216","2/20/2022","Indian key","Overdue","Tow","","1618"
"20220217","2/21/2022","Bay Pines BR","Outside SOPs","Declined by SC","","2032"
"20220218","2/25/2022","Mouth of Frenchman's Creek","Disabled","Tow","","1202"
"20220219","2/25/2022","John's Pass","Disabled","Tow","","1344"
"20220220","2/26/2022","Marker 6 Cat's Point Channel ","Disabled","Tow","","1156"
"20220221","2/26/2022","1st Span","Disabled","Tow","","1419"
"20220222","2/26/2022","Shell Key","Medical","No Longer Needs Assistance ","","1634"
"20220223","2/27/2022","John's Pass","Taking on Water","Dewatering","Tow","1358"
"20220301","3/1/2022","Bridge Alpha ","Disabled","Fuel/Oil Transfer","","1554"
"20220302","3/1/2022","Ft Desoto BR","Disabled","Escort","","1707"
"20220303","3/2/2022","Jungle Prada BR","Aground","Information/Advice","","1830"
"20220304","3/4/2022","Coquina Key ","Disabled","Jump Start","Tow","2355"
"20220305","3/4/2022","200 Yrds off St. Pete Marina","Taking on Water","No Longer Needs Assistance ","","1347"
"20220306","3/4/2022","North of Indian Key","No Distress (Good Intent / Hoax)","No Longer Needs Assistance ","","1853"
"20220307","3/4/2022","Fergie Shoal","PIW","Search","","2124"
"20220308","3/5/2022","Sunshine Skyway","Capsized","Other","","0602"
"20220309","3/5/2022","Sea Dogs Brewing Company","Disabled","Tow","","1254"
"20220310","3/5/2022","North of Shell Key","Aground","Freed from Aground","","1303"
"20220311","3/5/2022","Central Basin","Taking on Water","Dewatering","Transport","1614"
"20220313","3/5/2022","Coquina Key ","Aground","Freed from Aground","Transport","1927"
"20220312","3/5/2022","27.720783 -82.6115","Aground","Other","","1927"
"20220314","3/6/2022","Ft. DeSoto","Overdue","No Longer Needs Assistance ","","2233"
"20220315","3/6/2022","Center span Skyway","Taking on Water","Dewatering","Tow","1619"
"20220316","3/6/2022","Maximo Channel","Disabled","Fuel/Oil Transfer","","1711"
"20220317","3/8/2022","Pass-A-Grille Channel","Disabled","Jump Start","Escort","1431"
"20220318","3/9/2022","Upper Boca","Disabled","Other","","1229"
"20220319","3/12/2022","Maximo Beach","Aground","Other","","1409"
"20220320","3/12/2022","Gandy Bridge","Overdue","No Longer Needs Assistance ","","1736"
"20220321","3/14/2022","S of Pineallas Point","Aground","Freed from Aground","","0729"
"20220322","3/14/2022","Shell Key","Overdue","Search","","2334"
"20220323","3/17/2022","Gulfport","Disabled","Tow","","1320"
"20220324","3/17/2022","PAG","Disabled","Tow","","1356"
"20220325","3/17/2022","N side Shell Key ","PIW","Search","Agency Assist (Case Accepted) ","1459"
"20220326","3/17/2022","Shell Key","Disabled","Information/Advice","","1451"
"20220327","3/17/2022","Just outside Oneills","Overdue","Tow","","1546"
"20220328","3/17/2022","8 Miles West","Disabled","Fuel/Oil Transfer","Escort","2029"
"20220329","3/18/2022","Little Island off Pasadena YC","Disabled","Jump Start","Tow","1419"
"20220330","3/18/2022","Pasadena Yacht and Country Club","Disabled","Jump Start","Information/Advice","1931"
"20220331","3/19/2022","0.5nm S of Vinoy","Disabled","Tow","","1639"
"20220332","3/20/2022","Pass a Grille ","PIW","Agency Assist (Case Accepted) ","","1404"
"20220333","3/22/2022","North Fishing Pier","Aground","Other","","1530"
"2022334","3/22/2022","Just south of Marker 15","Aground","Freed from Aground","Escort","1615"
"20220335","3/22/2022","South tip of Vina Del Mar","Disabled","Tow","","1814"
"20220336","3/23/2022","Skyway Bridge","PIW","No Longer Needs Assistance ","","2002"
"20220337","3/25/2022","big bayou ","Capsized","Parbuckling","","1446"
"20220338","3/26/2022","Tarpon Key","Disabled","Tow","","0927"
"20220339","3/26/2022","First span","Disabled","No Longer Needs Assistance ","","1014"
"20220340","3/26/2022","South of Point Pinellas","Disabled","Fuel/Oil Transfer","","1904"
"20220341","3/27/2022","Picnic Island","Aground","Freed from Aground","","1722"
"20220342","3/27/2022","27.71995 -82.6173833","Aground","No Longer Needs Assistance ","","1919"
"20220343","3/28/2022","Gandy Bridge","Taking on Water","Agency Assist (Case Accepted) ","","1748"
"20220344","3/28/2022","Big Bayou","Capsized","Parbuckling","Dewatering","1815"
"20220345","3/29/2022","Palma Sola Bay","Collision/Allision","No Longer Needs Assistance ","","1850"
"20220346","3/31/2022","Mouth of Blind's Pass","Capsized","No Longer Needs Assistance ","","1823"
"20220401","4/4/2022","Rattlesnake Key","Aground","No Longer Needs Assistance ","","0041"
"20220402","4/4/2022","Mrk 4 Southwest Channel ","Disabled","Fuel/Oil Transfer","","1303"
"20220403","4/4/2022","Gandy Bridge","PIW","Agency Assist (Case Accepted) ","","1723"
"20220404","4/5/2022","Beer Can Island","Disabled","Tow","","1510"
"20220405","4/5/2022","Passage Key","Overdue","No Longer Needs Assistance ","","1620"
"20220406","4/6/2022","North of Port Manatee","Disabled","Other","Tow","1809"
"20220407","4/9/2022","MacDill Air Force Base","Taking on Water","Agency Assist (Case Accepted) ","Other","1530"
"20220408","4/9/2022","Main Span","Disabled","Declined by SC","","1547"
"20220409","4/9/2022","Vina Del Mar","Aground","Freed from Aground","Tow","1459"
"20220410","4/11/2022","1 mile W of PAG Mkr","Disabled","Fuel/Oil Transfer","Escort","1427"
"20220411","4/12/2022","Gulfport","Disabled","Tow","","1233"
"20220412","4/15/2022","TV Hi and Dry","Medical","Medical","Tow","1810"
"20220413","4/15/2022","Demen's Landing","PIW","No Longer Needs Assistance ","","1938"
"20220414","4/15/2022","Sunshine Skyway","PIW","No Longer Needs Assistance ","","2012"
"20220415","4/15/2022","Gandy Beach","Collision/Allision","No Longer Needs Assistance ","","2114"
"20220416","4/16/2022","Structure Echo","Disabled","Fuel/Oil Transfer","","1514"
"20220417","4/16/2022","Pine Key","Disabled","Repaired","Information/Advice","1702"
"20220418","4/16/2022","Manatee River","Disabled","Agency Assist (Case Accepted) ","Other","2109"
"20220419","4/17/2022","Mkr 27 Bayway","Disabled","Fuel/Oil Transfer","Escort","1033"
"20220420","4/17/2022","Dick Meisner","Disabled","Fuel/Oil Transfer","","1801"
"20220421","4/18/2022","Skyway N fishing pier","PIW","Transport","","2147"
"20220423","4/23/2022","Skyway Bridge","Aground","No Longer Needs Assistance ","","1124"
"20220424","4/23/2022","Skyway","Bridge Jumper","Agency Assist (Case Accepted) ","","0954"
"20220425","4/24/2022","Fort de Soto","PIW","No Longer Needs Assistance ","","1315"
"20220426","4/24/2022","Shell Point","Aground","Freed from Aground","Tow","1430"
"20220427","4/24/2022","Terra Ceia","Disabled","Information/Advice","","1452"
"20220428","4/24/2022","Fort De Soto","PIW","Agency Assist (Case Accepted) ","","1702"
"20220429","4/24/2022","NW side of Shell Key","Disabled","Agency Assist (Case Accepted) ","","1721"
"20220430","4/24/2022","NW Side of Skyway ","Disabled","Tow","Agency Assist (Case Accepted) ","1725"
"20220431","4/24/2022","Shell Key","Unknown Circumstance","No Longer Needs Assistance ","","1747"
"20220432","4/24/2022","27.58565 -82.700667","Disabled","Tow","No Longer Needs Assistance ","1730"
"20220433","4/24/2022","Emerson Point","Disabled","Escort","","1915"
"20220434","4/24/2022","Beer Can Isl. 2","Disabled","Fuel/Oil Transfer","Escort","2218"
"20220435","4/26/2022","2 nm SW of Bunce's","Disabled","Fuel/Oil Transfer","","1116"
"20220436","4/27/2022","North Fishing Pier Skyway","Disabled","Tow","","1009"
"20220334","3/22/2022","Frenchman's Creek","Aground","Freed from Aground","Escort",""
"20220437","4/28/2022","Bayside Bridge","PIW","Declined by SC","No Longer Needs Assistance ","1756"
"20220438","4/29/2022","Indian Key","Overdue","Search","","1455"
"20220439","4/29/2022","Gandy Bridge","No Distress (Good Intent / Hoax)","No Longer Needs Assistance ","","1648"
"20220501","5/1/2022","Shell Key","Medical","Medical","Transport","1713"
"20220502","5/1/2022","Weedon Island","PIW","Agency Assist (Case Accepted) ","","1811"
"20220503","5/2/2022","St. Pete Pier","PIW","Agency Assist (Case Accepted) ","","1654"
"20220504","5/2/2022","Corey Causeway","Aground","Declined by SC","","1907"
"20220505","5/5/2022","Weedon Island","Disabled","Jump Start","No Longer Needs Assistance ","1619"
"20220506","5/5/2022","Soup Bowl Shoal","Aground","Transport","","2003"
"20220507","5/6/2022","St. Pete Pier","Disabled","Tow","","1324"
"20220508","5/7/2022","N of Foxtrot on West side","PIW","No Longer Needs Assistance ","","1351"
"20220509","5/7/2022","TI Causeway","No Distress (Good Intent / Hoax)","No Longer Needs Assistance ","","1824"
"20220510","5/8/2022","Gulfport","PIW","No Longer Needs Assistance ","","0603"
"20220511","5/8/2022","27.72573 -82.69334","Disabled","Tow","","1213"
"20220512","5/8/2022","27.73341667 -82.4915","Aground","No Longer Needs Assistance ","","1232"
"20220513","5/8/2022","Skyway fishing peir","Disabled","Tow","Tow",""
"20220514","5/9/2022","Eckerd dock 3","Disabled","Tow","",""
"20220515","5/10/2022","Courtney Campbell Causeway","PIW","No Longer Needs Assistance ","","1827"
"20220516","5/11/2022","Fort de Soto","Medical","No Longer Needs Assistance ","","0210"
"20220517","5/11/2022","Fort Desoto","Medical","No Longer Needs Assistance ","","1632"
"20220518","5/13/2022","Big Bayou","Disabled","Tow","","0732"
"20220519","5/14/2022","Mkr 37 Upper Boca","Disabled","Fuel/Oil Transfer","Tow","0720"
"20220520","5/14/2022","Off of Bunces Pass","Disabled","Tow","Transport","1050"
"20220521","5/14/2022","Sunshine Skyway Bridge","Disabled","Tow","","1452"
"20220522","5/14/2022","15 miles off Madeira Beach","Disabled","Declined by SC","","1713"
"20220523","5/14/2022","27.7545 -82.5645","Unknown Circumstance","Search","","1927"
"20220524","5/15/2022","Marker 23 Skyway ","Disabled","Tow","","0726"
"20220525","5/15/2022","Skyway ","Bridge Jumper","In Water Rescue","","0924"
"20220526","5/15/2022","Shell key preserve ","Disabled","Tow","","1236"
"20220527","5/15/2022","Blind's Pass","Overdue","Agency Assist (Case Accepted) ","","1601"
"20220528","5/15/2022","Egmont Key","Disabled","No Longer Needs Assistance ","","1847"
"20220529","5/16/2022","Inside Shell Key","Disabled","Tow","","1606"
"20220530","5/16/2022","Outback Key","Aground","No Longer Needs Assistance ","","1825"
"20221631","5/16/2022","Big Bayou","Aground","No Longer Needs Assistance ","","2105"
"20220532","5/17/2022","Howard Frankland Bridge ","Fire","Agency Assist (Case Accepted) ","","0058"
"20220533","5/18/2022","Skyway N Pier","Disabled","Tow","","1151"
"20220534","5/20/2022","Townshore Apartments","Capsized","No Longer Needs Assistance ","","1421"
"20220535","5/20/2022","Don Cesar Boat Ramp","PIW","Agency Assist (Case Accepted) ","","2152"
"20220536","5/20/2022","John's Pass Bridge","Taking on Water","Agency Assist (Case Accepted) ","","2152"
"20220537","5/20/2022","Townshore Apartments","Collision/Allision","No Longer Needs Assistance ","","2340"
"20220538","5/21/2022","1nm W of Egmont Key","Taking on Water","Agency Assist (Case Accepted) ","","0859"
"20220539","5/21/2022","West of North Ft. Desoto Beach","Taking on Water","Agency Assist (Case Accepted) ","","2025"
"20220540","5/22/2022","Gulf Pier Fort deSoto","Disabled","Fuel/Oil Transfer","","1219"
"20220541","5/22/2022","Howard Frankland Bridge ","PIW","Agency Assist (Case Accepted) ","","1304"
"20220542","5/22/2022","South end of Outback Key","Disabled","Tow","","2118"
"20220543","5/23/2022","Shell Key ","Disabled","Tow","","0951"
"20220544","5/26/2022","27.69575 -82.650067","Disabled","Fuel/Oil Transfer","Tow","1500"
"20220545","5/28/2022","Madeira Beach Channel ","Disabled","Tow","",""
"20220546","5/28/2022","6nm off PAG","Disabled","No Longer Needs Assistance ","",""
"20220547","5/28/2022","Cow & Calf Key","Disabled","Tow","",""
"20220548","5/28/2022","Pass-A-Grille","","","",""
"20220549","5/28/2022","","","","",""
"20220550","5/28/2022","Bunce's Pass ","Disabled","Tow","","1631"
"20220551","5/28/2022","E Side of Passage Key","Disabled","Tow","","1829"
"20220552","5/28/2022","Coquina Key","Aground","No Longer Needs Assistance ","","1939"
"20220553","5/29/2022","NE of Main Span","Medical","Agency Assist (Case Accepted) ","Escort","1223"
"20220554","5/29/2022","E side of Egmont Key ","Medical","Agency Assist (Case Accepted) ","Agency Assist (Case Accepted) ","1505"
"20220555","5/29/2022","Passage Key ","Disabled","Tow","","1708"
"20220556","5/29/2022","Miguel Bay ","Aground","Other","","2018"
"20220601","6/1/2022","ICW North","Disabled","Tow","",""
"20220602","6/4/2022","Bayway Isles","PIW","No Longer Needs Assistance ","",""
"20220603","6/5/2022","N Side of Structure C","Disabled","Fuel/Oil Transfer","","1021"
"20220604","6/5/2022","Coquina Key Shoal","Disabled","Fuel/Oil Transfer","","1158"
"20220605","6/5/2022","Gandy Bridge","Disabled","Tow","","2301"
"20220606","6/11/2022","S of Pasadena Isle","Disabled","No Longer Needs Assistance ","","2053"
"20220607","6/12/2022","W of Skyway ","Disabled","Agency Assist (Case Accepted) ","",""
"20220608","6/14/2022","1.4m East of Main Span","Disabled","Fuel/Oil Transfer","Tow","1455"
